order_no,order_date,order_status,customer_type,customer_legacy_code
EB2B1000042727,2025-07-22,C,I,GC82066013
EB2B1000042728,2025-06-11,C,I,GC11118688
EB2B1000042729,2025-06-18,C,I,GC13441419
EB2B1000042730,2025-07-14,C,D,GC30630696
EB2B1000042731,2025-07-18,C,D,GC86695110
EB2B1000042732,2025-07-26,C,I,GC68707047
EB2B1000042733,2025-07-29,C,I,GC58638387
EB2B1000042734,2025-06-10,C,I,GC42921822
EB2B1000042735,2025-06-30,C,I,GC83374285
EB2B1000042736,2025-06-06,C,I,GC84154752
EB2B1000042737,2025-06-25,C,D,GC74863842
EB2B1000042738,2025-06-08,C,I,GC53870361
EB2B1000042739,2025-07-13,P,I,GC20331687
EB2B1000042740,2025-07-04,C,I,GC29912993
EB2B1000042741,2025-07-18,C,I,GC12780443
EB2B1000042742,2025-07-13,C,D,GC11734913
EB2B1000042743,2025-06-25,X,I,GC52205917
EB2B1000042744,2025-07-20,C,I,GC87511871
EB2B1000042745,2025-06-11,C,I,GC45232032
EB2B1000042746,2025-07-16,C,D,GC90675244
EB2B1000042747,2025-07-30,C,I,GC40055302
EB2B1000042748,2025-07-15,C,D,GC97616925
EB2B1000042749,2025-07-03,C,I,GC74581639
EB2B1000042750,2025-07-29,C,I,GC16903019
EB2B1000042751,2025-07-11,C,D,GC85992639
EB2B1000042752,2025-06-25,P,I,GC95064149
EB2B1000042753,2025-07-08,C,D,GC35113682
EB2B1000042754,2025-07-30,C,D,GC74693042
EB2B1000042755,2025-06-30,C,I,GC37283734
EB2B1000042756,2025-07-18,C,I,GC55628196
EB2B1000042757,2025-06-17,C,D,GC48505078
EB2B1000042758,2025-07-01,P,I,GC92331842
EB2B1000042759,2025-06-27,P,D,GC39703731
EB2B1000042760,2025-07-17,C,I,GC10299883
EB2B1000042761,2025-07-22,C,I,GC38025635
EB2B1000042762,2025-06-12,C,I,GC52060116
EB2B1000042763,2025-07-31,C,D,GC49829248
EB2B1000042764,2025-07-28,C,D,GC96209085
EB2B1000042765,2025-06-14,C,I,GC22596044
EB2B1000042766,2025-07-11,C,D,GC63236763
EB2B1000042767,2025-07-01,C,I,GC40310745
EB2B1000042768,2025-06-02,C,D,GC25653496
EB2B1000042769,2025-06-14,C,I,GC51852500
EB2B1000042770,2025-07-14,P,I,GC60220019
EB2B1000042771,2025-07-06,C,D,GC23524006
EB2B1000042772,2025-06-23,P,D,GC53008309
EB2B1000042773,2025-07-12,P,I,GC39334741
EB2B1000042774,2025-06-18,C,D,GC13045436
EB2B1000042775,2025-07-01,C,D,GC39815643
EB2B1000042776,2025-07-06,C,I,GC40129725
EB2B1000042777,2025-07-19,C,D,GC97824468
EB2B1000042778,2025-06-29,C,D,GC69578294
EB2B1000042779,2025-07-19,C,I,GC98349411
EB2B1000042780,2025-07-26,C,D,GC82688015
EB2B1000042781,2025-07-15,C,I,GC13412336
EB2B1000042782,2025-06-12,C,I,GC17042688
EB2B1000042783,2025-06-27,C,D,GC74549616
EB2B1000042784,2025-07-04,C,I,GC67413657
EB2B1000042785,2025-06-07,C,I,GC71067841
EB2B1000042786,2025-07-07,C,D,GC53571443
EB2B1000042787,2025-07-26,C,I,GC97949650
EB2B1000042788,2025-06-13,P,D,GC72959166
EB2B1000042789,2025-07-29,C,I,GC18580762
EB2B1000042790,2025-06-08,C,I,GC75751340
EB2B1000042791,2025-07-21,P,I,GC88380820
EB2B1000042792,2025-07-10,C,D,GC24881319
EB2B1000042793,2025-06-10,C,D,GC74059746
EB2B1000042794,2025-06-12,C,I,GC59357131
EB2B1000042795,2025-07-17,C,D,GC32398512
EB2B1000042796,2025-07-07,X,D,GC11655896
EB2B1000042797,2025-07-31,P,I,GC94045854
EB2B1000042798,2025-06-18,C,I,GC70448464
EB2B1000042799,2025-06-06,C,D,GC78040058
EB2B1000042800,2025-07-20,P,I,GC37183114
EB2B1000042801,2025-07-21,P,I,GC30199508
EB2B1000042802,2025-07-16,C,I,GC70018532
EB2B1000042803,2025-06-12,P,I,GC86224438
EB2B1000042804,2025-07-30,C,D,GC33680772
EB2B1000042805,2025-07-15,C,I,GC70486666
EB2B1000042806,2025-06-15,P,D,GC92911191
EB2B1000042807,2025-06-09,C,I,GC61224263
EB2B1000042808,2025-07-03,C,I,GC58851081
EB2B1000042809,2025-07-19,X,D,GC18270439
EB2B1000042810,2025-07-15,C,D,GC62013029
EB2B1000042811,2025-06-01,C,I,GC58168614
EB2B1000042812,2025-07-26,P,I,GC98356175
EB2B1000042813,2025-07-31,P,I,GC68440193
EB2B1000042814,2025-07-19,C,I,GC24681540
EB2B1000042815,2025-07-25,C,I,GC72617503
EB2B1000042816,2025-06-26,C,I,GC20908536
EB2B1000042817,2025-06-12,C,I,GC57417986
EB2B1000042818,2025-06-23,P,I,GC66278204
EB2B1000042819,2025-06-16,C,I,GC66191544
EB2B1000042820,2025-07-14,C,I,GC76595544
EB2B1000042821,2025-07-08,C,D,GC45501623
EB2B1000042822,2025-06-17,C,I,GC72843313
EB2B1000042823,2025-07-26,X,D,GC36968648
EB2B1000042824,2025-07-17,C,I,GC41173885
EB2B1000042825,2025-06-07,C,D,GC26494625
EB2B1000042826,2025-07-29,C,I,GC25626356
EB2B1000042827,2025-07-03,P,I,GC90417043
EB2B1000042828,2025-06-24,P,I,GC42161649
EB2B1000042829,2025-06-18,P,I,GC72306017
EB2B1000042830,2025-06-22,C,I,GC34306373
EB2B1000042831,2025-06-24,P,I,GC98406780
EB2B1000042832,2025-06-18,C,D,GC26795114
EB2B1000042833,2025-06-05,C,I,GC71348545
EB2B1000042834,2025-07-24,C,I,GC78282676
EB2B1000042835,2025-07-05,C,I,GC52075215
EB2B1000042836,2025-07-10,C,I,GC41278022
EB2B1000042837,2025-06-11,C,I,GC25630838
EB2B1000042838,2025-06-21,C,I,GC94730853
EB2B1000042839,2025-07-05,P,I,GC92971287
EB2B1000042840,2025-07-28,C,I,GC12847211
EB2B1000042841,2025-07-04,P,D,GC47207440
EB2B1000042842,2025-07-27,C,D,GC89334010
EB2B1000042843,2025-07-30,C,I,GC27435856
EB2B1000042844,2025-07-29,C,I,GC30548400
EB2B1000042845,2025-06-16,C,I,GC61176016
EB2B1000042846,2025-06-06,C,I,GC18137886
EB2B1000042847,2025-06-17,C,I,GC27756443
EB2B1000042848,2025-07-20,C,D,GC27841755
EB2B1000042849,2025-06-01,C,I,GC77418191
EB2B1000042850,2025-06-04,C,I,GC13102778
EB2B1000042851,2025-07-27,C,I,GC21220004
EB2B1000042852,2025-06-15,C,D,GC75547434
EB2B1000042853,2025-06-23,X,I,GC66269326
EB2B1000042854,2025-06-26,X,I,GC27522806
EB2B1000042855,2025-06-15,P,D,GC74015552
EB2B1000042856,2025-06-02,C,I,GC24367862
EB2B1000042857,2025-06-13,C,I,GC29912993
EB2B1000042858,2025-07-28,C,I,GC52193677
EB2B1000042859,2025-07-29,C,I,GC11399851
EB2B1000042860,2025-06-11,P,I,GC54924348
EB2B1000042861,2025-07-03,C,I,GC71518719
EB2B1000042862,2025-06-10,C,I,GC53043435
EB2B1000042863,2025-06-28,P,I,GC32997024
EB2B1000042864,2025-07-01,C,I,GC94087394
EB2B1000042865,2025-06-13,C,I,GC67465077
EB2B1000042866,2025-06-21,C,I,GC17469640
EB2B1000042867,2025-07-13,C,D,GC54961030
EB2B1000042868,2025-06-20,C,I,GC58433612
EB2B1000042869,2025-07-26,C,D,GC43673745
EB2B1000042870,2025-07-10,C,I,GC49747835
EB2B1000042871,2025-06-01,C,D,GC48299260
EB2B1000042872,2025-06-20,C,I,GC90030269
EB2B1000042873,2025-06-29,C,D,GC28111796
EB2B1000042874,2025-07-08,P,D,GC53605688
EB2B1000042875,2025-07-23,C,I,GC52046335
EB2B1000042876,2025-07-19,C,D,GC30921437
EB2B1000042877,2025-07-05,C,I,GC70059776
EB2B1000042878,2025-07-31,P,I,GC64806853
EB2B1000042879,2025-06-25,C,I,GC20443290
EB2B1000042880,2025-06-24,P,I,GC97477181
EB2B1000042881,2025-06-29,C,I,GC18426588
EB2B1000042882,2025-06-07,C,I,GC83275043
EB2B1000042883,2025-06-28,C,I,GC98538069
EB2B1000042884,2025-07-24,C,D,GC60346941
EB2B1000042885,2025-07-21,C,I,GC35494128
EB2B1000042886,2025-07-03,C,D,GC84394708
EB2B1000042887,2025-07-08,C,D,GC38517975
EB2B1000042888,2025-07-16,C,I,GC94139980
EB2B1000042889,2025-06-28,C,I,GC58827665
EB2B1000042890,2025-07-12,C,D,GC18889930
EB2B1000042891,2025-06-09,C,I,GC21553190
EB2B1000042892,2025-06-06,C,I,GC70006771
EB2B1000042893,2025-06-13,C,I,GC27613681
EB2B1000042894,2025-06-10,P,I,GC77562908
EB2B1000042895,2025-07-20,C,I,GC10683201
EB2B1000042896,2025-07-18,P,D,GC71230621
EB2B1000042897,2025-07-21,P,I,GC75965276
EB2B1000042898,2025-06-24,C,I,GC55610169
EB2B1000042899,2025-06-04,C,I,GC43137733
EB2B1000042900,2025-07-04,C,I,GC17429830
EB2B1000042901,2025-06-27,C,D,GC71193423
EB2B1000042902,2025-06-12,C,I,GC75829146
EB2B1000042903,2025-07-25,C,D,GC19931717
EB2B1000042904,2025-07-05,C,D,GC64299043
EB2B1000042905,2025-06-27,P,D,GC87594146
EB2B1000042906,2025-07-29,C,I,GC24561556
EB2B1000042907,2025-07-05,C,I,GC39815643
EB2B1000042908,2025-06-21,C,I,GC43174817
EB2B1000042909,2025-06-25,C,I,GC40077607
EB2B1000042910,2025-06-19,C,I,GC23082934
EB2B1000042911,2025-07-11,X,I,GC69882277
EB2B1000042912,2025-06-14,C,I,GC28505072
EB2B1000042913,2025-06-20,C,D,GC98316904
EB2B1000042914,2025-06-29,C,I,GC28674348
EB2B1000042915,2025-06-25,C,I,GC88400641
EB2B1000042916,2025-06-04,C,D,GC34425523
EB2B1000042917,2025-07-14,P,I,GC40546109
EB2B1000042918,2025-07-14,P,D,GC61986593
EB2B1000042919,2025-07-04,C,I,GC52131585
EB2B1000042920,2025-07-23,C,I,GC13586013
EB2B1000042921,2025-07-26,C,I,GC73946652
EB2B1000042922,2025-07-31,C,I,GC81258920
EB2B1000042923,2025-07-05,C,I,GC43419962
EB2B1000042924,2025-06-12,C,D,GC51159574
EB2B1000042925,2025-06-14,C,I,GC68340640
EB2B1000042926,2025-06-02,C,I,GC60115328
EB2B1000042927,2025-07-07,C,I,GC55612761
EB2B1000042928,2025-06-11,C,I,GC69007608
EB2B1000042929,2025-07-25,C,D,GC19639949
EB2B1000042930,2025-06-24,C,I,GC76425800
EB2B1000042931,2025-07-05,C,I,GC11655896
EB2B1000042932,2025-06-29,C,I,GC24654503
EB2B1000042933,2025-06-12,P,I,GC69069644
EB2B1000042934,2025-07-04,C,I,GC40870780
EB2B1000042935,2025-07-09,C,I,GC10969945
EB2B1000042936,2025-07-21,C,I,GC68380480
EB2B1000042937,2025-07-12,C,I,GC30144540
EB2B1000042938,2025-07-11,P,I,GC74291216
EB2B1000042939,2025-06-19,C,D,GC76993019
EB2B1000042940,2025-06-26,C,I,GC71694016
EB2B1000042941,2025-06-30,C,I,GC45136671
EB2B1000042942,2025-07-30,C,I,GC56923095
EB2B1000042943,2025-07-27,C,I,GC46488536
EB2B1000042944,2025-07-13,C,I,GC70721529
EB2B1000042945,2025-06-14,C,I,GC49571601
EB2B1000042946,2025-06-26,P,I,GC95849506
EB2B1000042947,2025-06-14,C,D,GC49030787
EB2B1000042948,2025-06-05,C,D,GC99931125
EB2B1000042949,2025-06-26,C,I,GC36083751
EB2B1000042950,2025-06-13,C,I,GC44629107
EB2B1000042951,2025-06-16,C,D,GC59874272
EB2B1000042952,2025-06-02,P,I,GC24806384
EB2B1000042953,2025-07-25,C,I,GC35144941
EB2B1000042954,2025-07-06,C,I,GC14407781
EB2B1000042955,2025-06-19,C,I,GC23070100
EB2B1000042956,2025-06-25,C,I,GC23831159
EB2B1000042957,2025-06-03,C,I,GC10384682
EB2B1000042958,2025-06-07,C,D,GC25626356
EB2B1000042959,2025-07-01,C,I,GC88338313
EB2B1000042960,2025-06-11,C,I,GC28066831
EB2B1000042961,2025-07-18,C,I,GC80097837
EB2B1000042962,2025-06-26,C,I,GC48649601
EB2B1000042963,2025-07-28,C,I,GC29453688
EB2B1000042964,2025-06-10,C,I,GC17705644
EB2B1000042965,2025-07-03,C,I,GC77051958
EB2B1000042966,2025-07-20,C,I,GC36664193
EB2B1000042967,2025-06-01,P,I,GC68096981
EB2B1000042968,2025-06-16,C,I,GC42174926
EB2B1000042969,2025-07-31,C,I,GC54152565
EB2B1000042970,2025-06-14,C,I,GC52698007
EB2B1000042971,2025-07-15,C,D,GC56544523
EB2B1000042972,2025-07-27,C,I,GC54015900
EB2B1000042973,2025-06-26,P,D,GC33996035
EB2B1000042974,2025-06-20,C,I,GC89162732
EB2B1000042975,2025-07-09,P,I,GC58796241
EB2B1000042976,2025-06-04,C,I,GC25695520
EB2B1000042977,2025-07-03,C,D,GC80218664
EB2B1000042978,2025-07-23,P,I,GC66938098
EB2B1000042979,2025-07-22,C,D,GC38081593
EB2B1000042980,2025-06-19,C,D,GC51680049
EB2B1000042981,2025-07-21,P,D,GC34728879
EB2B1000042982,2025-07-27,C,I,GC51107619
EB2B1000042983,2025-07-13,C,I,GC37730181
EB2B1000042984,2025-07-02,C,I,GC44897610
EB2B1000042985,2025-06-19,C,D,GC17258943
EB2B1000042986,2025-07-07,C,D,GC90301630
EB2B1000042987,2025-06-06,C,I,GC79769403
EB2B1000042988,2025-07-11,C,I,GC17247426
EB2B1000042989,2025-06-06,C,I,GC57601987
EB2B1000042990,2025-06-28,C,I,GC89786327
EB2B1000042991,2025-07-22,C,I,GC53299559
EB2B1000042992,2025-06-16,C,I,GC58803337
EB2B1000042993,2025-06-17,P,I,GC51190770
EB2B1000042994,2025-07-25,C,I,GC48903840
EB2B1000042995,2025-07-12,C,I,GC73820451
EB2B1000042996,2025-07-16,C,I,GC54412731
EB2B1000042997,2025-06-15,C,I,GC41255233
EB2B1000042998,2025-07-25,C,I,GC80793145
EB2B1000042999,2025-07-14,P,D,GC70116733
EB2B1000043000,2025-06-03,C,I,GC89600725
EB2B1000043001,2025-06-15,C,D,GC91781029
EB2B1000043002,2025-07-31,P,D,GC83347676
EB2B1000043003,2025-06-07,C,I,GC50279349
EB2B1000043004,2025-06-04,C,I,GC89752745
EB2B1000043005,2025-07-16,C,D,GC27254103
EB2B1000043006,2025-07-31,C,I,GC18690946
EB2B1000043007,2025-07-15,C,I,GC26153687
EB2B1000043008,2025-06-07,C,I,GC46076853
EB2B1000043009,2025-06-25,P,I,GC35727027
EB2B1000043010,2025-06-27,C,I,GC73674613
EB2B1000043011,2025-06-16,C,I,GC82548572
EB2B1000043012,2025-07-20,C,I,GC93013580
EB2B1000043013,2025-06-25,C,I,GC39339153
EB2B1000043014,2025-06-28,C,D,GC90814633
EB2B1000043015,2025-06-12,C,I,GC11055770
EB2B1000043016,2025-07-19,C,I,GC60715072
EB2B1000043017,2025-06-10,C,I,GC70273791
EB2B1000043018,2025-07-04,P,D,GC39149156
EB2B1000043019,2025-06-18,C,I,GC91068419
EB2B1000043020,2025-06-24,C,D,GC81104791
EB2B1000043021,2025-07-24,C,D,GC17603192
EB2B1000043022,2025-06-21,C,D,GC37532561
EB2B1000043023,2025-06-20,C,I,GC69882277
EB2B1000043024,2025-06-05,P,D,GC74574456
EB2B1000043025,2025-06-19,C,D,GC89498519
EB2B1000043026,2025-07-19,C,D,GC41193292
EB2B1000043027,2025-06-01,X,I,GC40558998
EB2B1000043028,2025-07-05,P,D,GC90838200
EB2B1000043029,2025-07-11,C,I,GC32878479
EB2B1000043030,2025-06-22,C,D,GC76699729
EB2B1000043031,2025-06-30,P,I,GC98043897
EB2B1000043032,2025-07-10,C,I,GC25620477
EB2B1000043033,2025-07-29,X,D,GC37845315
EB2B1000043034,2025-07-30,X,I,GC40004485
EB2B1000043035,2025-07-25,P,D,GC56177572
EB2B1000043036,2025-07-31,X,I,GC26212004
EB2B1000043037,2025-06-25,C,I,GC69332039
EB2B1000043038,2025-06-10,C,D,GC50888220
EB2B1000043039,2025-06-11,C,D,GC53464571
EB2B1000043040,2025-07-28,C,I,GC36561171
EB2B1000043041,2025-07-07,C,I,GC15721942
EB2B1000043042,2025-06-23,C,I,GC53390242
EB2B1000043043,2025-06-05,P,I,GC57562437
EB2B1000043044,2025-07-19,C,I,GC84044121
EB2B1000043045,2025-07-24,C,I,GC88866745
EB2B1000043046,2025-06-07,C,I,GC59185834
EB2B1000043047,2025-07-11,C,I,GC76936024
EB2B1000043048,2025-06-01,C,I,GC79232906
EB2B1000043049,2025-07-03,C,I,GC36890661
EB2B1000043050,2025-06-20,C,I,GC24553291
EB2B1000043051,2025-07-04,C,D,GC26912191
EB2B1000043052,2025-06-28,P,D,GC77887931
EB2B1000043053,2025-06-06,C,D,GC74549616
EB2B1000043054,2025-06-03,C,I,GC46439333
EB2B1000043055,2025-06-25,C,I,GC47362868
EB2B1000043056,2025-07-17,C,I,GC24371585
EB2B1000043057,2025-07-20,C,I,GC19339029
EB2B1000043058,2025-06-27,P,I,GC39850909
EB2B1000043059,2025-07-18,P,D,GC72724302
EB2B1000043060,2025-06-03,C,D,GC54971462
EB2B1000043061,2025-07-18,P,I,GC28658140
EB2B1000043062,2025-07-13,P,D,GC43416111
EB2B1000043063,2025-07-21,C,I,GC42930552
EB2B1000043064,2025-06-04,C,I,GC45400991
EB2B1000043065,2025-06-12,C,I,GC70597948
EB2B1000043066,2025-07-26,C,I,GC35772910
EB2B1000043067,2025-06-25,P,D,GC72733686
EB2B1000043068,2025-07-28,C,D,GC75629343
EB2B1000043069,2025-06-01,P,I,GC55628196
EB2B1000043070,2025-06-19,C,I,GC15314034
EB2B1000043071,2025-06-27,C,I,GC25360757
EB2B1000043072,2025-07-08,P,I,GC54116005
EB2B1000043073,2025-06-02,X,I,GC91296981
EB2B1000043074,2025-07-11,C,D,GC39844365
EB2B1000043075,2025-06-07,C,I,GC83578898
EB2B1000043076,2025-06-29,C,I,GC53194369
EB2B1000043077,2025-06-17,C,D,GC32405721
EB2B1000043078,2025-07-10,C,D,GC77731180
EB2B1000043079,2025-07-13,C,I,GC79749603
EB2B1000043080,2025-06-22,C,I,GC74582407
EB2B1000043081,2025-06-13,C,I,GC96493863
EB2B1000043082,2025-07-03,C,I,GC15961354
EB2B1000043083,2025-07-24,C,D,GC47373949
EB2B1000043084,2025-07-11,X,I,GC68017753
EB2B1000043085,2025-07-10,C,D,GC49320837
EB2B1000043086,2025-06-07,C,I,GC21091816
EB2B1000043087,2025-07-29,C,D,GC10071931
EB2B1000043088,2025-07-23,C,I,GC67003442
EB2B1000043089,2025-07-17,C,D,GC75534015
EB2B1000043090,2025-06-25,X,I,GC15204195
EB2B1000043091,2025-07-28,P,D,GC52496800
EB2B1000043092,2025-07-23,C,I,GC26780466
EB2B1000043093,2025-06-09,C,D,GC85464898
EB2B1000043094,2025-07-28,C,D,GC47848959
EB2B1000043095,2025-06-20,C,D,GC73065119
EB2B1000043096,2025-06-18,C,D,GC48243447
EB2B1000043097,2025-06-05,C,D,GC50255085
EB2B1000043098,2025-06-02,C,D,GC92520800
EB2B1000043099,2025-06-27,C,I,GC93064126
EB2B1000043100,2025-06-25,P,I,GC88662295
EB2B1000043101,2025-07-11,C,I,GC56150365
EB2B1000043102,2025-07-02,X,I,GC29219517
EB2B1000043103,2025-07-05,C,I,GC62235749
EB2B1000043104,2025-07-05,C,I,GC55919735
EB2B1000043105,2025-06-19,C,D,GC20121566
EB2B1000043106,2025-06-21,P,I,GC12705048
EB2B1000043107,2025-07-01,C,I,GC97024488
EB2B1000043108,2025-07-26,C,I,GC24181508
EB2B1000043109,2025-07-30,C,I,GC20678134
EB2B1000043110,2025-06-15,C,I,GC89427788
EB2B1000043111,2025-07-25,C,I,GC76462542
EB2B1000043112,2025-07-23,C,I,GC85408403
EB2B1000043113,2025-06-10,P,I,GC38657321
EB2B1000043114,2025-07-29,C,D,GC46147308
EB2B1000043115,2025-06-05,P,I,GC33517361
EB2B1000043116,2025-06-28,C,D,GC71731037
EB2B1000043117,2025-06-23,C,I,GC61065827
EB2B1000043118,2025-06-04,C,I,GC71806103
EB2B1000043119,2025-07-26,C,I,GC83159563
EB2B1000043120,2025-06-12,X,I,GC95251058
EB2B1000043121,2025-07-29,C,I,GC50629797
EB2B1000043122,2025-07-14,C,D,GC90506654
EB2B1000043123,2025-06-18,C,I,GC88129206
EB2B1000043124,2025-06-10,C,I,GC79990777
EB2B1000043125,2025-07-28,C,D,GC33996035
EB2B1000043126,2025-06-14,C,I,GC27475058
EB2B1000043127,2025-07-20,C,I,GC98682228
EB2B1000043128,2025-07-04,C,I,GC53691252
EB2B1000043129,2025-07-07,C,D,GC26743037
EB2B1000043130,2025-06-13,C,I,GC51843964
EB2B1000043131,2025-06-23,C,D,GC37881323
EB2B1000043132,2025-06-18,C,I,GC86266699
EB2B1000043133,2025-07-18,P,D,GC42688154
EB2B1000043134,2025-06-17,C,D,GC53651494
EB2B1000043135,2025-07-25,C,I,GC17340737
EB2B1000043136,2025-07-24,C,I,GC29278938
EB2B1000043137,2025-06-01,C,I,GC50384524
EB2B1000043138,2025-06-30,C,I,GC76732073
EB2B1000043139,2025-06-05,C,I,GC49615907
EB2B1000043140,2025-07-22,C,I,GC32405721
EB2B1000043141,2025-06-05,C,D,GC71549421
EB2B1000043142,2025-07-12,C,I,GC25527644
EB2B1000043143,2025-07-30,X,I,GC61349988
EB2B1000043144,2025-06-01,C,I,GC73845946
EB2B1000043145,2025-07-14,C,D,GC25832863
EB2B1000043146,2025-06-30,C,I,GC73541573
EB2B1000043147,2025-07-19,C,D,GC43482865
EB2B1000043148,2025-06-11,P,D,GC64370473
EB2B1000043149,2025-07-10,C,I,GC78642629
EB2B1000043150,2025-07-04,P,I,GC20254278
EB2B1000043151,2025-06-24,X,D,GC35473149
EB2B1000043152,2025-06-02,C,I,GC55265544
EB2B1000043153,2025-06-11,C,I,GC81393856
EB2B1000043154,2025-06-16,C,I,GC56335527
EB2B1000043155,2025-07-13,C,D,GC28603902
EB2B1000043156,2025-07-13,C,I,GC18861468
EB2B1000043157,2025-06-02,C,D,GC98538069
EB2B1000043158,2025-06-23,C,I,GC40546109
EB2B1000043159,2025-07-11,P,I,GC88414664
EB2B1000043160,2025-07-30,C,I,GC23430634
EB2B1000043161,2025-07-18,C,D,GC92886941
EB2B1000043162,2025-06-02,C,D,GC76176080
EB2B1000043163,2025-07-24,C,I,GC16174008
EB2B1000043164,2025-06-28,P,D,GC32978251
EB2B1000043165,2025-06-28,C,I,GC75296027
EB2B1000043166,2025-06-29,C,I,GC49460803
EB2B1000043167,2025-06-07,C,I,GC20272020
EB2B1000043168,2025-06-17,C,I,GC47879379
EB2B1000043169,2025-07-05,C,D,GC82631078
EB2B1000043170,2025-06-22,C,I,GC98043897
EB2B1000043171,2025-06-15,C,I,GC73815697
EB2B1000043172,2025-07-30,C,I,GC27699655
EB2B1000043173,2025-06-15,C,I,GC82723772
EB2B1000043174,2025-07-13,C,I,GC97206259
EB2B1000043175,2025-06-13,C,I,GC39855629
EB2B1000043176,2025-07-20,C,I,GC24682288
EB2B1000043177,2025-06-08,C,D,GC37071907
EB2B1000043178,2025-07-02,C,I,GC56124957
EB2B1000043179,2025-07-19,C,D,GC73958633
EB2B1000043180,2025-06-06,C,I,GC56619939
EB2B1000043181,2025-06-17,C,I,GC82804811
EB2B1000043182,2025-06-30,C,D,GC88675126
EB2B1000043183,2025-07-07,P,D,GC69114791
EB2B1000043184,2025-07-19,P,D,GC61041690
EB2B1000043185,2025-06-21,C,I,GC57576607
EB2B1000043186,2025-06-23,C,I,GC32225454
EB2B1000043187,2025-06-17,P,D,GC62152370
EB2B1000043188,2025-07-18,C,I,GC62780673
EB2B1000043189,2025-07-22,C,I,GC64298766
EB2B1000043190,2025-06-05,C,I,GC43123836
EB2B1000043191,2025-06-11,C,I,GC66257000
EB2B1000043192,2025-07-07,C,I,GC76514912
EB2B1000043193,2025-07-29,C,I,GC88848693
EB2B1000043194,2025-07-22,P,D,GC73068018
EB2B1000043195,2025-07-26,P,I,GC10553745
EB2B1000043196,2025-07-06,C,I,GC82857235
EB2B1000043197,2025-07-15,C,I,GC84953463
EB2B1000043198,2025-06-11,C,I,GC90038028
EB2B1000043199,2025-06-19,X,D,GC34213769
EB2B1000043200,2025-07-19,C,I,GC92077910
EB2B1000043201,2025-07-19,P,I,GC92058877
EB2B1000043202,2025-07-08,P,D,GC19668169
EB2B1000043203,2025-06-12,P,I,GC24465305
EB2B1000043204,2025-06-11,C,D,GC24962673
EB2B1000043205,2025-06-01,P,I,GC17868404
EB2B1000043206,2025-07-23,C,I,GC72449688
EB2B1000043207,2025-07-21,P,I,GC33012852
EB2B1000043208,2025-06-12,C,D,GC46770694
EB2B1000043209,2025-07-03,C,I,GC20798726
EB2B1000043210,2025-07-13,P,I,GC34907429
EB2B1000043211,2025-07-28,P,I,GC21488759
EB2B1000043212,2025-07-06,C,I,GC70454232
EB2B1000043213,2025-06-05,C,I,GC71322699
EB2B1000043214,2025-06-23,C,I,GC29175605
EB2B1000043215,2025-07-21,P,I,GC15138168
EB2B1000043216,2025-07-12,C,I,GC62780673
EB2B1000043217,2025-06-12,C,I,GC65832475
EB2B1000043218,2025-06-04,C,I,GC58998598
EB2B1000043219,2025-07-03,C,I,GC69144114
EB2B1000043220,2025-07-08,P,I,GC80500436
EB2B1000043221,2025-07-26,C,I,GC47056223
EB2B1000043222,2025-07-14,P,D,GC62425387
EB2B1000043223,2025-06-23,C,I,GC90154282
EB2B1000043224,2025-06-09,X,I,GC41931112
EB2B1000043225,2025-06-08,C,I,GC27282502
EB2B1000043226,2025-07-25,C,D,GC32124330
EB2B1000043227,2025-06-29,X,D,GC99960756
EB2B1000043228,2025-07-26,C,D,GC45276100
EB2B1000043229,2025-06-26,C,D,GC12354860
EB2B1000043230,2025-07-06,C,I,GC67325876
EB2B1000043231,2025-06-01,C,I,GC25020641
EB2B1000043232,2025-06-08,X,D,GC20891605
EB2B1000043233,2025-07-23,C,D,GC83360915
EB2B1000043234,2025-06-11,P,I,GC18580762
EB2B1000043235,2025-06-27,P,I,GC78807151
EB2B1000043236,2025-07-09,C,I,GC54392606
EB2B1000043237,2025-06-28,C,D,GC23368540
EB2B1000043238,2025-06-11,C,D,GC39149156
EB2B1000043239,2025-06-22,C,I,GC64779294
EB2B1000043240,2025-06-03,C,I,GC22694785
EB2B1000043241,2025-07-25,C,I,GC14153705
EB2B1000043242,2025-06-21,C,I,GC17294228
EB2B1000043243,2025-07-19,C,I,GC35363046
EB2B1000043244,2025-06-04,C,D,GC64501157
EB2B1000043245,2025-07-01,C,I,GC61241954
EB2B1000043246,2025-07-18,C,D,GC89743930
EB2B1000043247,2025-06-15,P,D,GC67825027
EB2B1000043248,2025-07-16,C,I,GC50790697
EB2B1000043249,2025-06-09,C,D,GC59271881
EB2B1000043250,2025-06-18,X,I,GC14441335
EB2B1000043251,2025-07-18,C,I,GC98359849
EB2B1000043252,2025-07-29,C,I,GC85067208
EB2B1000043253,2025-07-09,P,D,GC42262445
EB2B1000043254,2025-06-05,C,I,GC89743930
EB2B1000043255,2025-06-15,C,I,GC64474404
EB2B1000043256,2025-07-27,C,I,GC91791507
EB2B1000043257,2025-07-09,C,I,GC59597995
EB2B1000043258,2025-06-19,C,I,GC66008290
EB2B1000043259,2025-06-16,C,I,GC93472202
EB2B1000043260,2025-06-04,C,D,GC13459771
EB2B1000043261,2025-06-16,C,I,GC52702631
EB2B1000043262,2025-07-23,C,I,GC90478491
EB2B1000043263,2025-07-15,C,I,GC50279349
